mjd,mag,magerr
51818.43,21.209387,0.0405996
52171.42,20.856339,0.03194921
52171.49,20.849028,0.0463588
52173.4,20.869057,0.038590923
52224.38,20.83569,0.029597359
52225.34,20.82542,0.032070104
52234.33,20.787914,0.035135012
52261.3,20.931784,0.03564709
52283.16,20.859922,0.040078264
52287.18,20.9203,0.03830499
52288.18,20.867506,0.03631553
52522.48,21.120087,0.04034701
52551.45,21.090788,0.04300458
52558.48,21.186678,0.036453657
52578.35,21.1312,0.04693334
52585.32,21.193521,0.03449317
52585.37,21.192303,0.03611933
52908.44,21.14606,0.040720794
52910.45,21.163504,0.05164723
52912.42,21.174,0.044197146
52934.38,21.127417,0.03932268
52935.38,21.29405,0.04126871
52936.37,21.169863,0.039028816
53270.44,21.269766,0.04024592
53272.49,21.279234,0.04516033
53286.45,21.272978,0.058149967
53288.41,21.30586,0.044180408
53294.46,21.187094,0.042782918
53296.41,21.223194,0.043567844
53298.46,21.255083,0.043711834
53312.36,21.089766,0.08509403
53314.36,21.222763,0.055507556
53351.23,21.393023,0.057431303
53616.47,21.416218,0.060453832
53627.44,21.307537,0.046140175
53635.44,21.210197,0.09931608
53638.47,21.180897,0.06047406
53639.48,21.265255,0.058206744
53640.44,21.302664,0.050793897
53657.44,21.22254,0.047239795
53657.48,21.348406,0.054123167
53663.42,21.41387,0.15016836
53665.4,21.16394,0.09125964
53668.41,21.396887,0.12986162
53669.39,21.26227,0.057979744
53669.5,21.34007,0.08188918
53671.48,21.24898,0.061756372
53673.38,21.250616,0.039427727
53674.38,21.187841,0.050090276
53675.38,21.284683,0.041262355
53676.47,21.340036,0.07385315
53679.44,21.199444,0.04658638
53680.39,21.268251,0.054791972
53681.43,21.40655,0.04569018
53683.45,22.02723,0.07690757
53686.39,21.542236,0.1329856
53696.4,21.265808,0.07881637
53697.39,21.247833,0.06419157
53699.41,21.259144,0.061082818
53700.39,21.073246,0.054726433
53975.46,21.185064,0.05483789
53989.47,21.159172,0.10379101
53994.48,21.152271,0.06328665
53996.46,20.97992,0.03980959
54008.45,21.310776,0.045287214
54009.42,21.317795,0.038553093
54011.48,21.266266,0.03808433
54012.41,21.201452,0.05620892
54020.45,21.376963,0.1023178
54025.48,21.168266,0.060654256
54029.49,21.379736,0.053575914
54030.44,21.296421,0.047274902
54031.4,21.259962,0.039416492
54035.49,21.25966,0.06460148
54036.4,21.294498,0.04706702
54037.39,21.283075,0.034194488
54039.4,21.23537,0.043550458
54040.41,21.254559,0.037603926
54041.37,21.058588,0.06948203
54041.44,21.333979,0.042579718
54048.42,21.17992,0.09260226
54049.43,21.254002,0.15530291
54050.39,21.192873,0.08373726
54052.4,21.19192,0.06712941
54053.41,21.205536,0.08313047
54055.41,21.142033,0.06979457
54056.4,21.202673,0.045736358
54058.39,21.200342,0.056882083
54059.39,21.150248,0.05125745
54060.42,21.2059,0.046827156
54061.4,21.283175,0.06883402
54062.4,21.298897,0.03958431
54065.39,21.126112,0.057673976
54068.38,21.159004,0.0464648
54357.44,20.973644,0.034749757
54376.48,21.094473,0.049379084
54381.49,21.030142,0.04475418
54382.47,21.108673,0.03952811
54385.49,21.052164,0.040007364
54386.48,21.124952,0.03935315
54387.49,21.123892,0.043475755
54391.49,21.161964,0.07646782
54392.48,21.037786,0.039697994
54393.49,21.100393,0.042017724
54394.47,21.068771,0.07684493
54396.35,21.134415,0.13275121
54396.49,21.085926,0.065034956
54402.48,21.062838,0.13727087
54404.46,21.20196,0.10069384
54406.39,21.046633,0.044121027
54409.4,21.07751,0.036011778
54411.35,21.109497,0.042282213
54412.42,21.131153,0.0663441
54413.39,21.072937,0.059638873
54416.39,21.080029,0.035292383
54421.4,21.05383,0.046592228
54422.4,21.05829,0.048696615
54423.37,21.021032,0.035390608
54424.33,21.017805,0.065914676
