mjd,mag,magerr
51818.43,20.930853,0.032839406
51875.26,20.888523,0.0323644
52171.49,20.688587,0.031375248
52224.37,20.828417,0.03183335
52225.34,20.832817,0.03221813
52261.29,20.722284,0.032762114
52287.17,20.645092,0.029499082
52288.17,20.67627,0.032977052
52522.47,20.842121,0.031597096
52551.45,20.922728,0.031624857
52557.47,20.98504,0.03534929
52558.48,20.959635,0.028572537
52578.35,21.149857,0.036831178
52585.31,21.101147,0.032737825
52585.37,21.038351,0.030810095
52908.44,21.279099,0.037462335
52910.45,21.26512,0.04827258
52912.42,21.366755,0.052279808
52934.37,21.28864,0.03966596
52935.38,21.311129,0.04265847
52936.37,21.276794,0.0383024
53286.45,21.608204,0.08399478
53294.46,21.49154,0.055124395
53296.4,21.389925,0.04997095
53298.45,21.491098,0.044757407
53312.36,21.562273,0.10060915
53314.36,21.485054,0.06711202
53616.47,21.304024,0.04427407
53622.48,21.294008,0.03800525
53627.44,21.14289,0.0395648
53635.44,20.996532,0.080631025
53638.47,21.108068,0.05413225
53639.47,21.16045,0.052089535
53657.48,21.186861,0.04592614
53663.42,21.043667,0.09838171
53665.4,21.084084,0.07995345
53668.41,21.075394,0.07895888
53668.49,21.157106,0.085280135
53669.39,21.082098,0.053654786
53669.49,21.068165,0.06079851
53671.48,21.153124,0.04805517
53673.38,21.105295,0.033778377
53674.38,21.049313,0.04541437
53676.46,21.21887,0.05304768
53679.44,21.130352,0.044302054
53680.38,21.04562,0.039534844
53681.43,21.334454,0.040410135
53683.44,22.202732,0.08430554
53696.39,21.245829,0.0753661
53697.39,21.146843,0.053666793
53699.41,21.157948,0.053859938
53975.46,21.157501,0.04214596
53989.47,21.066338,0.08849074
53994.48,21.325018,0.060760465
53996.46,20.937641,0.042194866
54008.45,21.23394,0.03944676
54009.41,21.26692,0.033533726
54010.42,21.336956,0.03506344
54012.41,21.18063,0.05313645
54020.45,21.384708,0.08898779
54025.48,21.061165,0.0512718
54029.49,21.287691,0.046605874
54031.4,21.297287,0.039031655
54036.4,21.35474,0.047320988
54037.39,21.343803,0.034822337
54039.4,21.296276,0.038947694
54040.4,21.44251,0.04030793
54041.37,21.38532,0.08173687
54041.44,21.336422,0.041815728
54048.42,21.203354,0.086734496
54050.39,21.514353,0.10205576
54055.41,21.238035,0.055527896
54058.39,21.213884,0.05576657
54059.39,21.415022,0.051553916
54060.41,21.372578,0.049834874
54061.4,21.31889,0.063192084
54062.4,21.30779,0.039216835
54065.39,21.33635,0.055362727
54068.38,21.285517,0.064902075
54357.43,21.545147,0.04761004
54362.48,21.571882,0.04472899
54365.47,21.495407,0.044903062
54376.48,21.421429,0.06451476
54381.48,21.548693,0.058216855
54382.46,21.574331,0.052819286
54385.48,21.701647,0.05364691
54386.48,21.468557,0.049316976
54387.48,21.618208,0.05945158
54391.48,21.405226,0.08224065
54392.48,21.38023,0.055333927
54393.49,21.36716,0.05336258
54394.47,21.32271,0.08321719
54396.35,21.472546,0.17994505
54396.49,21.452341,0.091250554
54402.48,21.51732,0.1946995
54404.45,21.5375,0.15157281
54406.39,21.397097,0.054264612
54409.39,21.400549,0.04125851
54411.35,21.513298,0.06149648
54412.41,21.518927,0.094254866
54413.39,21.427744,0.06395836
54415.4,21.357239,0.04245677
54416.39,21.542309,0.04406865
54418.39,21.437033,0.049821716
54421.39,21.432667,0.054827943
54422.39,21.471848,0.06649011
54423.37,21.473682,0.04919929
54424.33,21.486408,0.089182116
