mjd,mag,magerr
51818.42,20.773666,0.03702966
52171.41,20.74835,0.03618806
52173.38,20.830515,0.033518545
52225.33,20.750025,0.029794684
52234.32,20.714128,0.029713972
52261.28,20.682655,0.03088758
52287.16,20.712797,0.03389917
52288.16,20.642252,0.039250623
52551.44,20.747444,0.028558798
52552.48,20.829699,0.03312092
52557.46,20.766996,0.029656887
52558.47,20.800251,0.034271095
52585.3,20.77836,0.032851007
52908.43,20.903347,0.034708817
52910.44,20.8401,0.032967612
52912.41,20.863008,0.032753278
52934.36,20.854229,0.031107806
52935.37,20.894989,0.033982594
52936.36,20.846333,0.034873746
53270.42,20.8809,0.029174387
53272.47,20.901384,0.031722914
53286.44,20.96124,0.043444242
53288.4,20.904112,0.031800132
53294.45,20.947014,0.037896417
53296.39,20.954468,0.03670105
53298.44,20.958426,0.032510456
53312.35,21.01196,0.067119986
53314.35,20.871902,0.04524453
53616.46,20.991463,0.03450001
53622.47,20.99126,0.03135894
53626.43,22.979557,0.19467886
53635.43,20.883398,0.07407394
53638.46,20.87948,0.047167823
53639.47,20.880638,0.046415698
53657.47,20.788033,0.03723941
53663.41,20.769068,0.09257831
53665.39,20.779642,0.059792772
53666.48,20.791656,0.055259496
53669.48,20.8712,0.052831855
53671.47,20.885077,0.051631313
53673.37,20.87518,0.02888619
53674.37,20.909325,0.04760451
53675.37,20.837753,0.030069321
53676.45,20.921339,0.057907358
53676.49,22.4207,0.13719523
53680.37,20.861547,0.02860421
53683.43,21.568705,0.054169822
53686.37,20.946718,0.07408465
53699.4,20.923227,0.04787402
53704.36,20.95347,0.04053876
53975.45,20.752766,0.036864094
53989.46,20.770737,0.07449679
53996.45,20.612549,0.035636254
54000.43,21.012672,0.056141164
54007.48,20.855227,0.030125462
54009.48,20.831219,0.032388315
54011.47,20.831284,0.025461193
54012.48,20.81077,0.029669413
54020.44,20.966717,0.06537387
54024.49,20.788704,0.046737194
54025.47,20.641415,0.038321506
54035.47,20.835688,0.041137826
54036.39,20.795193,0.04369227
54037.38,20.914633,0.0300601
54039.39,20.862572,0.029892914
54041.36,20.777058,0.0546502
54048.41,20.687853,0.0652636
54049.42,20.938848,0.088357605
54050.38,20.83562,0.07612876
54052.39,20.751818,0.054453637
54056.39,20.94593,0.038294043
54059.38,20.917734,0.039667442
54061.39,20.796064,0.04837146
54062.39,20.89625,0.0348121
54065.38,20.84114,0.035039533
54346.46,20.732504,0.07564972
54348.47,20.923403,0.058525518
54357.42,20.89658,0.034979254
54362.47,20.828112,0.03417906
54365.46,20.831814,0.028490983
54381.48,20.782526,0.030499363
54386.47,20.815115,0.03507819
54387.47,20.761099,0.03350209
54391.47,20.888197,0.05308798
54393.48,20.800835,0.036639612
54394.46,20.81273,0.058259107
54396.34,20.79177,0.11745813
54403.39,21.082443,0.14251518
54406.38,20.800688,0.033875395
54409.38,20.828465,0.037221048
54411.34,20.851187,0.035385404
54412.41,20.888334,0.046537343
54413.38,20.883585,0.04543417
54415.39,20.851107,0.031582598
54416.38,20.80455,0.03282052
54418.38,20.849588,0.044504136
54421.38,20.785986,0.03456792
54422.38,20.757477,0.03862213
54423.36,20.79932,0.032928105
54424.32,20.769327,0.0576185
