mjd,mag,magerr
51818.41,20.766861,0.032043073
51875.24,20.836187,0.038522955
52171.4,20.916283,0.038128797
52171.48,20.926548,0.038373206
52173.38,20.855677,0.035783924
52224.36,20.820404,0.03195172
52225.32,20.810276,0.035819247
52261.28,20.81094,0.030598477
52287.16,20.854033,0.03014891
52288.16,20.81802,0.036017556
52522.46,20.84655,0.04154166
52551.43,20.844997,0.033580396
52552.48,20.930256,0.036681313
52557.45,20.88718,0.028472392
52558.47,20.873764,0.02995153
52578.34,20.853315,0.029379508
52585.3,20.762014,0.030572446
52585.35,20.827454,0.027319478
52908.43,20.8692,0.030651404
52910.44,20.907484,0.04381984
52912.41,20.755056,0.027855648
52934.36,20.777037,0.03374039
52935.36,20.814436,0.036184173
52936.36,20.789423,0.040231407
52963.29,20.807554,0.034948282
53270.42,20.741879,0.026331156
53272.47,20.695797,0.025299238
53286.44,20.612879,0.035488784
53288.4,20.690632,0.028358774
53294.44,20.718567,0.03520907
53296.39,20.665321,0.032061573
53298.44,20.66621,0.029297154
53312.35,20.744825,0.05397278
53314.35,20.626556,0.03602165
53616.45,20.77794,0.030509
53622.47,20.765047,0.026772894
53626.43,24.184887,0.4064355
53627.42,20.712797,0.034514505
53635.42,20.673723,0.056724206
53638.46,20.747227,0.04623708
53639.46,20.77793,0.03952657
53640.42,20.805958,0.036707032
53646.48,20.824615,0.037008036
53657.47,20.72565,0.034879427
53663.4,20.758713,0.089935146
53663.48,20.832254,0.11433405
53665.38,20.82354,0.0627058
53665.48,20.740894,0.06910283
53666.47,20.714308,0.04934149
53668.39,20.69596,0.04553772
53668.47,20.75856,0.06262858
53669.38,20.707483,0.037722036
53669.48,20.666622,0.048951417
53671.46,20.6833,0.038107242
53673.37,20.741686,0.023916801
53674.36,20.734806,0.043526683
53675.36,20.652319,0.025661437
53676.45,20.710138,0.0352468
53676.48,21.86631,0.0771963
53679.42,20.718647,0.032420926
53680.37,20.746342,0.024631869
53681.41,20.873428,0.0353433
53683.43,22.02306,0.0731335
53686.37,20.722609,0.060997743
53696.38,20.681265,0.04596202
53697.37,20.733494,0.046972554
53699.39,20.684746,0.036415346
53704.36,20.70475,0.03938088
53975.44,20.750471,0.036315497
53989.45,20.650013,0.06454302
53994.47,20.703562,0.037335783
53996.45,20.6246,0.038103282
54000.43,20.731606,0.03559648
54007.48,20.740969,0.02996961
54009.4,20.745052,0.026114248
54009.48,20.712807,0.02695013
54010.4,20.729082,0.02940847
54011.47,20.697416,0.023082199
54012.4,20.682716,0.055710025
54012.48,20.78891,0.03463338
54020.43,20.756353,0.057302866
54024.48,20.804123,0.042856723
54025.47,20.443892,0.032963756
54028.47,20.737524,0.04416859
54029.47,20.692802,0.030599603
54030.43,20.708385,0.034845043
54031.38,20.731075,0.029000236
54035.47,20.678583,0.042223796
54036.39,20.703514,0.029904146
54037.38,20.747555,0.030334624
54039.39,20.743654,0.026660446
54040.39,20.77731,0.029294373
54041.36,20.702442,0.055752866
54041.43,20.71244,0.03144342
54047.42,20.566515,0.10209139
54048.41,20.87517,0.07391093
54049.42,20.779875,0.06737803
54050.38,20.827272,0.088021114
54052.38,20.69798,0.052024603
54053.4,20.828196,0.05405277
54055.4,20.732668,0.034664974
54056.38,20.645248,0.040144186
54058.38,20.799469,0.036828667
54059.38,20.711632,0.032660007
54060.4,20.779577,0.03517519
54061.39,20.771091,0.04905842
54062.38,20.667568,0.034010436
54065.38,20.72878,0.034120947
54068.36,20.774902,0.03731127
54346.46,20.606398,0.060209677
54348.46,20.699947,0.044371583
54357.42,20.653225,0.025075864
54362.47,20.64324,0.030926248
54365.45,20.613972,0.027328521
54376.47,20.560106,0.03706842
54381.47,20.67213,0.032531515
54382.45,20.693272,0.03017418
54385.47,20.6261,0.03840324
54386.46,20.813774,0.04852367
54387.47,20.62822,0.032504115
54391.47,20.531921,0.050423414
54392.47,20.621483,0.034189768
54393.47,20.608494,0.033592198
54394.45,20.617668,0.044196405
54396.34,20.650389,0.09781165
54396.47,20.574114,0.041552898
54402.46,20.468826,0.09862579
54403.38,20.635538,0.055767726
54406.38,20.601091,0.030534184
54409.38,20.634571,0.02621318
54411.34,20.56646,0.031956393
54412.4,20.621122,0.038772453
54413.38,20.601606,0.029705351
54415.39,20.646345,0.02975709
54416.37,20.60594,0.030141119
54417.38,20.521873,0.04932634
54418.38,20.643385,0.034840807
54421.38,20.577465,0.03583153
54422.38,20.530313,0.034273766
54423.36,20.66735,0.029125337
54424.32,20.609922,0.04372648
54433.38,20.502693,0.06791024
