mjd,mag,magerr
51818.43,19.384174,0.01755795
52171.49,19.467543,0.019718412
52224.37,19.526062,0.02184094
52225.34,19.446468,0.016860366
52234.33,19.472258,0.02329597
52261.29,19.539236,0.022681592
52283.16,19.561312,0.025708506
52287.18,19.528742,0.024574162
52288.17,19.469746,0.02080066
52551.45,19.566677,0.027395472
52557.47,19.61689,0.022597805
52558.48,19.555859,0.021800656
52578.35,19.671915,0.0182326
52585.32,19.668247,0.019429157
52908.44,19.834723,0.019698074
52910.45,19.7851,0.020419005
52912.42,19.8257,0.020817501
52934.37,19.85605,0.02142059
52935.38,19.78436,0.022389533
52936.37,19.850554,0.022575434
53270.43,19.892555,0.020453459
53272.48,19.825632,0.020311331
53286.45,19.99218,0.030468296
53288.41,19.76737,0.020694785
53294.46,19.710932,0.02355217
53296.41,19.831507,0.026054878
53298.46,19.774199,0.020830043
53312.36,19.837852,0.030523041
53351.22,19.780294,0.0445695
53616.47,19.634335,0.023669923
53622.48,19.728527,0.022203572
53627.44,19.752422,0.02296101
53635.44,19.825502,0.033950306
53638.47,19.783224,0.025488216
53639.48,19.849495,0.023228604
53640.44,19.877588,0.022561869
53657.48,19.723612,0.02982979
53664.43,20.267532,0.07830704
53665.4,19.739452,0.03031876
53668.41,19.916561,0.03394548
53668.49,19.708385,0.034237895
53669.39,19.69322,0.024128845
53669.5,19.735374,0.0335983
53671.48,19.790388,0.02363364
53673.38,19.77912,0.022242464
53674.38,19.829947,0.04003791
53675.38,19.732306,0.023876686
53676.47,19.78217,0.03150359
53679.44,19.79842,0.02014708
53681.43,19.897665,0.020954018
53683.45,20.593616,0.032788437
53686.39,19.76178,0.03104338
53696.4,19.823559,0.026508542
53697.39,19.895023,0.026451051
53700.39,19.796703,0.029098924
53975.46,19.537327,0.021244895
53989.47,19.631746,0.029104872
53994.48,19.636757,0.030547973
53996.46,19.399288,0.02346526
54010.42,19.61024,0.023805175
54011.48,19.616753,0.025269218
54012.41,19.655437,0.024890788
54020.45,19.578285,0.035105422
54028.49,19.58373,0.023948407
54029.49,19.552538,0.029784162
54030.44,19.587978,0.019126268
54035.49,19.546413,0.025629655
54036.4,19.587402,0.017669156
54037.39,19.499063,0.01976274
54039.4,19.512415,0.02435764
54040.41,19.469967,0.017644238
54041.37,19.515118,0.026650678
54047.44,19.476748,0.04737482
54048.42,19.587643,0.02991139
54049.43,19.531557,0.03762548
54050.39,19.504538,0.02583474
54052.4,19.537048,0.02011939
54053.41,19.473991,0.02775076
54055.41,19.65206,0.025486674
54056.4,19.565435,0.025075492
54058.39,19.576218,0.023513237
54059.39,19.598637,0.023157269
54060.42,19.597881,0.025234165
54061.4,19.570456,0.025065277
54062.4,19.60481,0.02989743
54065.39,19.620268,0.022146892
54068.38,19.574257,0.020253424
54357.44,19.665573,0.020643212
54362.49,19.65485,0.02085894
54365.47,19.728851,0.022565745
54376.48,19.649267,0.022509227
54381.49,19.671999,0.023356553
54382.47,19.610235,0.024606813
54385.48,19.545929,0.022803828
54387.49,19.588053,0.020976836
54391.49,19.563276,0.028903525
54392.48,19.59909,0.0273348
54393.49,19.63291,0.02683191
54394.47,19.658953,0.029649884
54396.35,19.593359,0.035627972
54396.49,19.611942,0.026305232
54402.48,19.572115,0.041640747
54404.45,19.581873,0.032567
54406.39,19.605612,0.026152005
54413.39,19.609026,0.03515659
54415.4,19.642483,0.021066882
54417.39,19.751747,0.03239782
54418.39,19.604221,0.02395703
54422.4,19.625181,0.021535002
54433.4,19.600544,0.03301031
