mjd,mag,magerr
51875.25,19.255829,0.020740008
52171.4,19.358194,0.025188183
52171.48,19.399498,0.023311907
52173.38,19.477972,0.030873133
52224.36,19.373875,0.02311987
52225.33,19.41768,0.018895183
52234.32,19.430006,0.022078551
52261.28,19.424063,0.019122818
52287.16,19.515926,0.028998272
52288.16,19.366081,0.023014022
52551.43,19.497726,0.02463563
52552.48,19.533041,0.021435488
52557.45,19.508839,0.027692907
52558.47,19.50646,0.02372208
52578.34,19.494104,0.023246497
52585.3,19.511711,0.025001189
52585.36,19.553173,0.022800257
52910.44,19.473866,0.02743928
52912.41,19.549377,0.025582412
52934.36,19.492039,0.021774486
52935.37,19.522545,0.024499135
52936.36,19.502022,0.021654248
53296.39,19.522388,0.026481993
53314.35,19.502989,0.022471376
53626.43,19.629803,0.05660187
53627.43,19.33658,0.027190201
53635.42,19.381231,0.024208665
53638.46,19.288956,0.024301158
53640.42,19.372978,0.028736794
53657.47,19.279146,0.030158682
53663.41,19.28894,0.027222274
53663.48,19.29865,0.037159864
53664.42,20.362806,0.14391689
53665.48,19.282045,0.023843817
53666.48,19.373384,0.021435974
53668.4,19.286522,0.021822138
53668.47,19.308315,0.039567005
53669.38,19.32059,0.021422643
53671.46,19.352003,0.03180029
53674.36,19.342941,0.038521577
53675.36,19.338436,0.026593314
53676.45,19.335077,0.026292617
53676.48,20.500172,0.053330008
53679.42,19.277266,0.020141818
53680.37,19.345812,0.01889141
53681.42,19.51937,0.029645998
53683.43,20.478899,0.043884117
53686.37,19.355194,0.023324432
53696.38,19.308008,0.02604878
53697.37,19.33232,0.02458677
53699.4,19.330772,0.020486973
53975.44,19.16624,0.028214416
53989.45,19.199823,0.019283174
53994.47,19.177908,0.02305934
53996.45,19.148289,0.024524368
54000.43,19.21062,0.05074049
54007.48,19.19831,0.017689437
54008.44,19.230606,0.019946624
54009.4,19.21507,0.021966456
54009.48,19.154442,0.017932998
54012.4,19.103952,0.025865233
54012.48,19.190088,0.0218489
54025.47,19.090202,0.020146782
54028.47,19.169884,0.029773504
54030.43,19.145079,0.022152388
54031.38,19.17343,0.017438184
54035.47,19.139923,0.02189231
54037.38,19.121813,0.020151384
54039.39,19.198313,0.018017199
54040.39,19.13291,0.022744922
54041.36,19.18726,0.020711554
54041.43,19.13352,0.020835705
54047.42,19.133799,0.028299082
54048.41,19.177414,0.024661854
54049.42,19.141964,0.022550184
54050.38,19.19082,0.03578719
54052.39,19.153671,0.025019802
54053.4,19.057627,0.0297659
54055.4,19.211275,0.023374248
54056.39,19.122272,0.029648175
54058.38,19.189524,0.023925425
54059.38,19.190044,0.024728084
54065.38,19.200586,0.02054075
54068.36,19.225243,0.023857733
54346.46,19.093788,0.019526402
54348.46,19.084354,0.02143386
54362.47,19.088078,0.024945967
54365.45,19.118067,0.020962577
54381.47,19.124004,0.024788423
54385.47,19.075966,0.01816881
54386.47,19.105412,0.01912406
54387.47,19.128666,0.027728837
54391.47,19.005228,0.030731188
54392.47,19.106302,0.020773845
54393.47,19.129208,0.029997295
54394.45,19.194723,0.040081255
54396.34,19.118685,0.03109529
54396.47,19.07613,0.041458387
54402.46,19.133123,0.029677067
54403.38,19.08526,0.0244888
54406.38,19.102245,0.01614937
54409.38,19.13057,0.01974011
54411.34,19.10678,0.017991038
54413.38,19.139072,0.023292331
54415.39,19.093773,0.019065402
54416.38,19.109674,0.02639967
54418.38,19.10529,0.02696398
54421.38,19.144186,0.024427537
54422.38,19.083672,0.025190867
54423.36,19.143686,0.020588424
54424.32,19.104467,0.020930475
