mjd,mag,magerr
51818.43,19.366983,0.020154472
52171.42,19.49917,0.024207843
52171.49,19.541464,0.020040544
52173.39,19.458971,0.027087996
52224.37,19.428337,0.025537789
52225.34,19.449673,0.021123065
52234.33,19.416517,0.025514655
52261.29,19.579615,0.022198515
52283.16,19.49676,0.04211103
52287.17,19.513256,0.022758983
52288.17,19.435066,0.025821708
52522.47,19.434006,0.0196574
52551.45,19.495728,0.022220459
52557.47,19.509737,0.021455755
52558.48,19.50746,0.028653044
52578.35,19.42712,0.022241924
52585.31,19.406736,0.02276046
52908.44,19.376614,0.023506436
52910.45,19.430874,0.023354389
52912.42,19.384802,0.02689027
52934.37,19.412104,0.026521133
52935.38,19.479555,0.028600786
52936.37,19.475977,0.025797216
53270.43,19.386042,0.024679504
53272.48,19.44335,0.02822269
53286.45,19.538033,0.026939774
53288.41,19.438745,0.021653058
53294.46,19.4371,0.023753332
53296.4,19.44241,0.028586434
53298.45,19.428787,0.02442794
53312.36,19.44581,0.026634078
53314.36,19.4347,0.025236484
53351.22,19.423096,0.02276986
53616.47,19.61724,0.025531141
53627.44,19.547081,0.022970874
53635.44,19.607706,0.028532201
53638.47,19.559826,0.023649251
53639.48,19.617409,0.02595633
53657.43,19.546534,0.028661009
53657.48,19.513582,0.02263986
53663.42,19.51149,0.029551005
53664.43,19.747314,0.06006145
53665.4,19.512928,0.028955465
53668.41,19.549517,0.034988526
53668.49,19.49304,0.034203064
53669.39,19.471226,0.022578109
53669.5,19.508986,0.02647865
53671.48,19.50767,0.024794424
53673.38,19.562836,0.02232574
53674.38,19.521479,0.031807885
53675.38,19.554127,0.030835906
53676.47,19.504818,0.026091944
53676.5,20.952276,0.10774577
53679.44,19.49089,0.026145438
53680.38,19.55372,0.041739944
53681.43,19.675684,0.020898968
53683.44,20.630026,0.05194831
53686.38,19.605957,0.032261383
53696.39,19.56148,0.02631509
53697.39,19.578068,0.024909113
53699.41,19.608694,0.027342323
53700.38,19.544512,0.023598582
53975.46,19.543644,0.026226839
53989.47,19.62212,0.030411629
53994.48,19.529736,0.02653081
53996.46,19.42385,0.033772733
54008.45,19.52162,0.024079127
54009.42,19.56475,0.021939445
54010.42,19.5654,0.021111123
54011.48,19.540369,0.026479358
54012.41,19.459454,0.023737421
54020.45,19.550325,0.024531193
54025.48,19.530853,0.026252989
54028.49,19.562704,0.026178418
54029.49,19.484053,0.02857517
54030.44,19.49742,0.027083097
54031.4,19.484655,0.022830209
54035.49,19.650969,0.03326741
54036.4,19.605495,0.030343015
54037.39,19.598837,0.023066131
54039.4,19.575792,0.025617123
54040.4,19.603432,0.021626227
54041.37,19.558403,0.023721853
54041.44,19.568697,0.022436608
54047.44,19.475588,0.037740164
54048.42,19.666826,0.027490167
54049.43,19.514996,0.039456513
54050.39,19.586834,0.027605193
54052.4,19.58784,0.03784003
54053.41,19.59006,0.05227487
54055.41,19.578445,0.030564057
54056.4,19.550524,0.023064256
54058.39,19.564373,0.036100272
54059.39,19.532011,0.025460603
54060.41,19.574057,0.031104097
54061.4,19.538097,0.03211783
54062.4,19.557854,0.024114795
54065.39,19.564459,0.03900358
54068.38,19.470808,0.03985738
54357.43,19.703339,0.028137663
54365.47,19.683874,0.025155317
54376.48,19.63755,0.02085641
54381.49,19.6202,0.025399065
54382.46,19.548489,0.022530133
54385.48,19.612972,0.028047845
54386.48,19.566126,0.022853123
54387.48,19.547268,0.024144001
54391.48,19.606892,0.04074111
54392.48,19.567238,0.029120682
54393.49,19.559448,0.04228033
54394.47,19.716066,0.086768925
54396.35,19.597992,0.03979169
54396.49,19.612942,0.04329211
54402.48,19.579773,0.032194827
54403.4,19.592588,0.038169734
54404.45,19.623428,0.03769268
54406.39,19.627922,0.023455624
54409.39,19.601742,0.024096046
54411.35,19.473688,0.032082435
54412.41,19.564287,0.039769825
54416.39,19.5926,0.024267351
54421.39,19.577616,0.031084571
54422.39,19.57087,0.030898359
54423.37,19.612139,0.027061418
54424.33,19.556684,0.022703975
54433.39,19.6667,0.04576816
